,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,training_hours,Experience,Company_Size,Last_new_job
1039,17072,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,13,6,10500.0,5
1040,31230,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,55,6,250.0,1
1041,6689,city_141,0.763,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,28,5,250.0,1
1042,19117,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,9,7,250.0,1
1043,32259,city_83,0.923,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,144,15,75.0,1
1044,15640,city_43,0.516,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,100,6,2500.0,2
1045,16690,city_114,0.926,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,16,4,10500.0,1
1046,10928,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,10,4,10500.0,1
1047,10640,city_116,0.743,,Has relevent experience,No enrollment,Masters,STEM,NGO,166,13,250.0,1
1048,14904,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,304,5,75.0,1
1049,5160,city_75,0.939,,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,10,6,10500.0,2
1050,8239,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,48,9,7500.0,0
1051,11912,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,Pvt Ltd,17,5,10500.0,4
1052,23554,city_176,0.764,,No relevent experience,No enrollment,Primary School,,,94,0,,0
1053,17221,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,36,4,,0
1054,25072,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,116,21,75.0,1
1055,19240,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,85,15,8.0,5
1056,12151,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,44,5,250.0,2
1057,26963,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,79,12,8.0,1
1058,2889,city_67,0.855,Male,Has relevent experience,No enrollment,Graduate,STEM,,91,6,75.0,1
1059,19260,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,2,12,250.0,4
1060,7626,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,,40,3,,
1061,31896,city_103,0.92,Male,No relevent experience,No enrollment,Phd,STEM,Public Sector,12,15,250.0,5
1062,17673,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,102,9,750.0,3
1063,12645,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,190,5,250.0,1
1064,13726,city_90,0.698,Male,No relevent experience,No enrollment,Graduate,STEM,,105,13,8.0,2
1065,14240,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,7,6,75.0,2
1066,5113,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,122,0,30.0,3
1067,32646,city_21,0.624,,Has relevent experience,No enrollment,Masters,Other,Pvt Ltd,62,2,,2
1068,30645,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,9,11,10500.0,2
1069,14500,city_116,0.743,,No relevent experience,No enrollment,Graduate,STEM,,84,5,,0
1070,16525,city_67,0.855,Male,No relevent experience,No enrollment,Primary School,,,111,7,,0
1071,20663,city_16,0.91,Female,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,25,3,75.0,1
1072,8897,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,,21,7,,4
1073,10049,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,20,21,250.0,1
1074,13543,city_105,0.794,Female,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,2,3,250.0,2
1075,1250,city_160,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,22,8,2500.0,2
1076,16345,city_114,0.926,Male,No relevent experience,No enrollment,Graduate,STEM,,7,8,,1
1077,3673,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,20,15,250.0,3
1078,17165,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,36,5,30.0,1
1079,8587,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,59,16,2500.0,3
1080,7903,city_158,0.7659999999999999,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,10,250.0,
1081,28390,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,,70,5,,3
1082,18101,city_83,0.923,Male,No relevent experience,Full time course,High School,,,29,6,,1
1083,3408,city_106,0.698,Male,Has relevent experience,No enrollment,Masters,STEM,,101,9,,2
1084,3619,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,75,5,750.0,1
1085,9335,city_103,0.92,Male,No relevent experience,No enrollment,Phd,STEM,NGO,25,18,250.0,1
1086,31337,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,111,21,,5
1087,18903,city_103,0.92,,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,54,21,75.0,1
1088,1406,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,260,14,8.0,5
1089,31133,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,56,6,,0
1090,30475,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,176,21,,5
1091,11339,city_114,0.926,,No relevent experience,Full time course,High School,,,22,8,,0
1092,10455,city_160,0.92,Female,No relevent experience,Full time course,Phd,STEM,,24,10,,1
1093,22881,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,16,21,750.0,1
1094,29667,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,103,16,,5
1095,16517,city_16,0.91,,No relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,86,0,7500.0,1
1096,15094,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,88,9,75.0,3
1097,2682,city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,98,3,10500.0,2
1098,7679,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,66,2,,0
1099,2954,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,Funded Startup,76,21,30.0,1
1100,12709,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,,136,10,,1
1101,24845,city_103,0.92,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,332,14,75.0,1
1102,6829,city_21,0.624,,Has relevent experience,No enrollment,High School,,,85,6,,1
1103,12810,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,12,11,2500.0,5
1104,20607,city_89,0.925,,No relevent experience,Full time course,High School,,,31,5,,1
1105,10429,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,31,15,2500.0,5
1106,18781,city_136,0.897,,Has relevent experience,Part time course,Graduate,STEM,,20,4,75.0,1
1107,21189,city_13,0.8270000000000001,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,25,9,250.0,2
1108,19996,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,37,3,75.0,1
1109,24837,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,Funded Startup,55,5,250.0,1
1110,4955,city_136,0.897,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,39,4,30.0,1
1111,32766,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,110,14,250.0,4
1112,6209,city_21,0.624,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,50,18,250.0,5
1113,24293,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,49,0,75.0,1
1114,28090,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,NGO,107,9,250.0,2
1115,11842,city_46,0.762,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,109,3,8.0,2
1116,13211,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,80,21,,5
1117,26309,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,47,14,30.0,1
1118,4832,city_91,0.691,Male,Has relevent experience,Part time course,Graduate,STEM,Funded Startup,48,4,75.0,1
1119,23885,city_67,0.855,,No relevent experience,No enrollment,High School,,,70,3,,0
1120,27278,city_160,0.92,Female,Has relevent experience,No enrollment,Masters,STEM,,332,11,2500.0,2
1121,32853,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,3,21,250.0,1
1122,3264,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,90,21,10500.0,2
1123,9997,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,44,7,2500.0,4
1124,21496,city_114,0.926,,No relevent experience,Full time course,High School,,,98,6,10500.0,
1125,20570,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,,232,0,,1
1126,11907,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,56,21,10500.0,1
1127,28629,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,78,3,75.0,2
1128,31388,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,45,7,7500.0,2
1129,14538,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,17,3,75.0,0
1130,28,city_103,0.92,Male,No relevent experience,No enrollment,,,Pvt Ltd,86,4,,0
1131,32099,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,66,21,,3
1132,6356,city_160,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,32,19,,1
1133,16058,city_160,0.92,Male,Has relevent experience,No enrollment,,,Pvt Ltd,35,19,8.0,1
1134,10198,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,3,11,250.0,5
1135,24993,city_162,0.767,Male,Has relevent experience,,Graduate,STEM,,91,7,75.0,1
1136,28864,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,83,21,,4
1137,1206,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,54,13,75.0,5
1138,14412,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,65,3,10500.0,1
1139,19987,city_136,0.897,,Has relevent experience,No enrollment,Masters,STEM,,7,9,75.0,3
1140,15586,city_115,0.789,Male,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,47,11,30.0,3
1141,17424,city_28,0.939,,No relevent experience,Full time course,High School,,,80,9,,0
1142,19783,city_16,0.91,Male,No relevent experience,No enrollment,Graduate,STEM,Public Sector,4,16,250.0,1
1143,15763,city_97,0.925,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,24,16,750.0,1
1144,6433,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,26,2,2500.0,1
1145,7881,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,38,10,8.0,1
1146,9237,city_65,0.802,,Has relevent experience,No enrollment,Phd,STEM,Pvt Ltd,41,17,75.0,5
1147,26656,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,200,9,250.0,5
1148,14019,city_103,0.92,,Has relevent experience,No enrollment,Masters,STEM,,15,21,,3
1149,27036,city_61,0.913,Male,No relevent experience,Full time course,High School,,,36,5,30.0,1
1150,8304,city_45,0.89,Male,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,82,5,75.0,0
1151,16458,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,Public Sector,74,5,30.0,4
1152,16138,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,61,15,,2
1153,8701,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,27,21,250.0,5
1154,14281,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,146,16,75.0,4
1155,1968,city_104,0.924,Male,Has relevent experience,No enrollment,Phd,STEM,Funded Startup,4,21,75.0,2
1156,742,city_160,0.92,Female,Has relevent experience,Full time course,High School,,Pvt Ltd,50,4,10500.0,1
1157,17953,city_16,0.91,Male,No relevent experience,No enrollment,Graduate,STEM,,86,21,,1
1158,660,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,37,16,75.0,5
1159,10829,city_102,0.804,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,192,10,250.0,1
1160,14159,city_133,0.742,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,8,12,75.0,5
1161,13603,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,,17,12,250.0,1
1162,18232,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,42,21,250.0,3
1163,14574,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,224,0,8.0,1
1164,24725,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,32,4,750.0,1
1165,10737,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,30,16,10500.0,1
1166,15141,city_138,0.836,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,105,6,30.0,3
1167,25308,city_128,0.527,Female,No relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,81,0,75.0,0
1168,23084,city_102,0.804,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,90,14,250.0,3
1169,25465,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,200,9,250.0,1
1170,12340,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,21,21,75.0,2
1171,15589,city_65,0.802,Male,Has relevent experience,No enrollment,Masters,STEM,,14,7,250.0,1
1172,129,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,130,21,7500.0,5
1173,19641,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,60,21,,0
1174,8083,city_45,0.89,,No relevent experience,Full time course,High School,,,22,3,,0
1175,4166,city_98,0.949,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,105,21,250.0,5
1176,14586,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,86,7,75.0,2
1177,21822,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,51,6,250.0,1
1178,2415,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,,228,16,75.0,5
1179,1382,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,,74,14,,4
1180,30373,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,129,21,10500.0,3
1181,1135,city_104,0.924,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,83,17,250.0,1
1182,29230,city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,3,10,10500.0,5
1183,16972,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,27,6,75.0,5
1184,25730,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,58,17,75.0,4
1185,17021,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,102,6,250.0,1
1186,19032,city_159,0.843,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,89,16,10500.0,4
1187,6154,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,Pvt Ltd,68,9,7500.0,1
1188,2744,city_16,0.91,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,38,19,750.0,1
1189,621,city_136,0.897,Male,No relevent experience,No enrollment,Graduate,STEM,,18,1,,1
1190,14035,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,18,2,,0
1191,13621,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,121,8,8.0,1
1192,19202,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,26,7,2500.0,1
1193,29010,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,23,2,10500.0,1
1194,3606,city_103,0.92,Male,No relevent experience,Full time course,High School,,Pvt Ltd,88,7,30.0,1
1195,22214,city_167,0.921,,No relevent experience,No enrollment,Primary School,,Pvt Ltd,34,6,8.0,3
1196,16245,city_158,0.7659999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,26,5,75.0,2
1197,30639,city_160,0.92,Other,Has relevent experience,Part time course,Graduate,Humanities,NGO,306,8,75.0,1
1198,28365,city_16,0.91,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,15,10,,1
1199,30546,city_104,0.924,,No relevent experience,No enrollment,,,,134,4,,0
1200,7792,city_76,0.698,,No relevent experience,No enrollment,Masters,STEM,,168,21,,2
1201,12846,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,25,5,2500.0,1
1202,25038,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,182,21,,5
1203,17919,city_116,0.743,,No relevent experience,Full time course,Graduate,Humanities,,298,2,,0
1204,6465,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,56,19,75.0,2
1205,13836,city_138,0.836,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,13,15,250.0,1
1206,30399,city_114,0.926,Male,No relevent experience,No enrollment,High School,,Pvt Ltd,42,2,250.0,1
1207,27949,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,5,19,75.0,2
1208,27512,city_16,0.91,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,57,5,30.0,1
1209,22507,city_123,0.738,Male,Has relevent experience,No enrollment,Graduate,Other,NGO,91,8,250.0,1
1210,656,city_116,0.743,Male,No relevent experience,No enrollment,,,,16,5,,1
1211,23663,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,,128,3,,1
1212,30907,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,58,21,10500.0,1
1213,30023,city_45,0.89,Male,No relevent experience,Full time course,High School,,Pvt Ltd,194,2,250.0,1
1214,22045,city_10,0.895,Male,Has relevent experience,No enrollment,Graduate,STEM,,280,21,,5
1215,2209,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,61,21,75.0,5
1216,4838,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,,106,5,,5
1217,28498,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,Arts,Pvt Ltd,18,4,750.0,2
1218,1179,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,,43,6,30.0,1
1219,10682,city_104,0.924,,No relevent experience,,,,,3,4,,2
1220,20707,city_136,0.897,Male,No relevent experience,Full time course,High School,,,4,4,,1
1221,31228,city_21,0.624,Male,No relevent experience,Full time course,High School,,Pvt Ltd,97,3,,0
1222,11642,city_114,0.926,Male,Has relevent experience,No enrollment,,,Pvt Ltd,62,8,250.0,5
1223,14477,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,55,3,250.0,1
1224,25737,city_114,0.926,Other,No relevent experience,Full time course,High School,,Public Sector,15,5,250.0,1
1225,21032,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,58,3,,2
1226,30770,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,20,9,75.0,1
1227,28733,city_71,0.884,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,21,8.0,3
1228,26032,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,74,6,,0
1229,2421,city_21,0.624,,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,10,5,75.0,1
1230,6027,city_103,0.92,Female,No relevent experience,No enrollment,Phd,STEM,Funded Startup,40,6,250.0,2
1231,7266,city_128,0.527,,No relevent experience,No enrollment,Graduate,STEM,,136,4,,4
1232,20956,city_136,0.897,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,36,9,75.0,4
1233,26068,city_93,0.865,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,218,6,10500.0,5
1234,20179,city_114,0.926,,No relevent experience,Part time course,Graduate,STEM,Pvt Ltd,11,6,8.0,2
1235,32956,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Arts,Pvt Ltd,51,4,10500.0,1
1236,12570,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,83,2,250.0,1
1237,7689,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,31,2,7500.0,1
1238,19653,city_114,0.926,Male,No relevent experience,Full time course,High School,,,68,5,,0
1239,8447,city_159,0.843,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,112,2,2500.0,2
1240,18513,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,,61,2,,1
1241,4066,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,56,21,75.0,5
1242,613,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,34,10,250.0,4
1243,12437,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,45,21,75.0,2
1244,20917,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,6,10,,1
1245,12505,city_21,0.624,,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,90,4,7500.0,2
1246,22510,city_21,0.624,,Has relevent experience,No enrollment,,,Pvt Ltd,55,8,30.0,1
1247,6642,city_21,0.624,,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,144,4,250.0,2
1248,8562,city_103,0.92,Male,No relevent experience,No enrollment,Masters,STEM,Public Sector,47,7,7500.0,1
1249,13030,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,48,10,10500.0,2
1250,33291,city_76,0.698,Male,No relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,3,10,30.0,1
1251,10469,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,12,4,,1
1252,30777,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,6,21,10500.0,5
1253,31756,city_128,0.527,Male,No relevent experience,No enrollment,High School,,,27,4,,4
1254,3879,city_23,0.899,,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,54,9,75.0,4
1255,16255,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,20,8,10500.0,2
1256,5050,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,,34,5,,1
1257,4273,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,15,21,,5
1258,14867,city_36,0.893,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,40,11,750.0,0
1259,16180,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,14,18,,1
1260,8491,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,9,11,8.0,1
1261,23514,city_114,0.926,,No relevent experience,No enrollment,High School,,Public Sector,43,5,750.0,3
1262,14398,city_123,0.738,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,192,4,75.0,1
1263,11444,city_90,0.698,,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,210,10,250.0,1
1264,22303,city_16,0.91,Female,Has relevent experience,No enrollment,Phd,STEM,,24,11,,0
1265,7391,city_118,0.722,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,16,4,250.0,1
1266,9195,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,129,10,250.0,2
1267,7519,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,Public Sector,56,8,8.0,4
1268,15307,city_103,0.92,Male,No relevent experience,No enrollment,High School,,,50,10,,4
1269,24683,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,56,17,75.0,5
1270,27067,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,,28,2,,0
1271,11327,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,17,12,2500.0,5
1272,2529,city_19,0.682,,Has relevent experience,No enrollment,Graduate,STEM,,45,11,,2
1273,31349,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,276,13,250.0,1
1274,30739,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,6,10,8.0,1
1275,32141,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,61,15,250.0,3
1276,7759,city_160,0.92,,Has relevent experience,No enrollment,Graduate,STEM,,36,4,,2
1277,16286,city_46,0.762,Male,Has relevent experience,No enrollment,Graduate,STEM,,7,5,,5
1278,5381,city_100,0.887,Male,No relevent experience,No enrollment,,,,44,3,,
1279,16782,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,256,21,,1
1280,8122,city_61,0.913,,No relevent experience,Full time course,High School,,,4,4,,0
1281,4370,city_21,0.624,Male,No relevent experience,No enrollment,High School,,,244,5,,4
1282,13883,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,Humanities,Pvt Ltd,7,9,75.0,1
1283,21673,city_36,0.893,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,57,7,750.0,1
1284,24268,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,97,11,2500.0,2
1285,17200,city_150,0.698,,No relevent experience,No enrollment,High School,,,146,0,,0
1286,31533,city_114,0.926,Male,No relevent experience,No enrollment,High School,,Pvt Ltd,46,6,75.0,4
1287,23172,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,103,7,10500.0,1
1288,1647,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,NGO,23,21,7500.0,2
1289,1276,city_23,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,36,6,10500.0,1
1290,19942,city_149,0.6890000000000001,Female,No relevent experience,Full time course,Masters,STEM,,10,9,,0
1291,26888,city_74,0.579,,Has relevent experience,Full time course,Graduate,STEM,NGO,51,2,750.0,2
1292,11667,city_28,0.939,,No relevent experience,No enrollment,Graduate,Humanities,Public Sector,16,9,75.0,0
1293,3890,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,22,6,30.0,1
1294,17267,city_105,0.794,Male,No relevent experience,No enrollment,Graduate,STEM,,74,3,,0
1295,4934,city_160,0.92,Other,Has relevent experience,No enrollment,Graduate,STEM,NGO,113,11,250.0,1
1296,2752,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,86,5,7500.0,1
1297,6413,city_103,0.92,Male,Has relevent experience,,,,,88,3,,0
1298,5817,city_61,0.913,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,112,21,250.0,5
